"STATISTIC","Statistic Label","C02172V02618","Type of Vehicle Registration","C01841V02268","Type of Fuel","TLIST(M1)","Month","UNIT","VALUE"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199609","1996M09","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199610","1996M10","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199611","1996M11","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199612","1996M12","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199701","1997M01","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199702","1997M02","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199703","1997M03","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199704","1997M04","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199705","1997M05","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199706","1997M06","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199707","1997M07","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199708","1997M08","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199709","1997M09","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199710","1997M10","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199711","1997M11","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199712","1997M12","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199801","1998M01","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199802","1998M02","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199803","1998M03","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199804","1998M04","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199805","1998M05","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199806","1998M06","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199807","1998M07","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199808","1998M08","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199809","1998M09","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199810","1998M10","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199811","1998M11","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199812","1998M12","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199901","1999M01","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199902","1999M02","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199903","1999M03","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199904","1999M04","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199905","1999M05","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199906","1999M06","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199907","1999M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199908","1999M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199909","1999M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199910","1999M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199911","1999M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199912","1999M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200001","2000M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200002","2000M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200003","2000M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200004","2000M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200005","2000M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200006","2000M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200007","2000M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200008","2000M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200009","2000M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200010","2000M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200011","2000M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200012","2000M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200101","2001M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200102","2001M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200103","2001M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200104","2001M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200105","2001M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200106","2001M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200107","2001M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200108","2001M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200109","2001M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200110","2001M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200111","2001M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200112","2001M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200201","2002M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200202","2002M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200203","2002M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200204","2002M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200205","2002M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200206","2002M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200207","2002M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200208","2002M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200209","2002M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200210","2002M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200211","2002M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200212","2002M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200301","2003M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200302","2003M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200303","2003M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200304","2003M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200305","2003M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200306","2003M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200307","2003M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200308","2003M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200309","2003M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200310","2003M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200311","2003M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200312","2003M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200401","2004M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","200402","2004M02","Number",""
